,title,location,price(L),rate_persqft,area_insqft,building_status,agent_rating
376,3 BHK Apartment,Tellapur,39.0,2516,1550,Under Construction,0.0
377,2 BHK Apartment,Madinaguda,29.0,2406,1205,Under Construction,0.0
378,2 BHK Apartment,Madinaguda,29.0,2504,1158,Under Construction,0.0
379,2 BHK Apartment,Road Number 2,100.0,6250,1600,Ready to move,4.4
380,Residential Plot,Kundanpally,74.0,2055,3600,New,4.9
381,2 BHK Apartment,Tellapur,64.92,5786,1122,Under Construction,0.0
382,Residential Plot,Shadnagar,14.0,777,1800,New,0.0
383,Residential Plot,Patancheru Shankarpalli Road,44.0,2444,1800,New,4.9
384,3 BHK Apartment,Puppalaguda,82.0,4619,1775,Ready to move,0.0
385,2 BHK Apartment,Kukatpally,54.0,4470,1208,Ready to move,0.0
386,Residential Plot,Maheshwaram,31.72,1444,2196,New,5.0
387,Residential Plot,Adibhatla,33.0,1666,1980,New,5.0
388,3 BHK Apartment,Tellapur,88.66,5300,1673,Under Construction,4.1
389,3 BHK Apartment,Tellapur,75.89,5300,1432,Under Construction,4.1
390,Residential Plot,Miyapur Bachupally Road,31.0,1882,1647,New,0.0
391,Residential Plot,Bowrampet,31.0,1882,1647,New,0.0
392,3 BHK Apartment,Gachibowli,79.97,5200,1538,Under Construction,5.0
393,3 BHK Apartment,Gachibowli,87.72,5200,1687,Under Construction,5.0
394,Residential Plot,Patancheru Shankarpalli Road,24.0,1777,1350,New,4.9
395,3 BHK Apartment,Tellapur,112.0,5300,2132,Under Construction,4.1
396,Residential Plot,Sangareddy,22.5,1666,1350,New,4.9
397,3 BHK Apartment,Gachibowli,114.0,5200,2208,Under Construction,5.0
398,3 BHK Apartment,Nallagandla Gachibowli,113.0,5200,2191,Under Construction,5.0
399,2 BHK Apartment,Kukatpally,54.0,4466,1209,Ready to move,0.0
400,3 BHK Apartment,Miyapur,101.0,5200,1950,Ready to move,0.0
401,Residential Plot,Ibrahimpatnam,27.17,1222,2223,New,4.8
402,Residential Plot,Warangal Highway Aler,11.1,411,2700,New,5.0
403,Residential Plot,Warangal Highway Aler,13.65,433,3150,New,5.0
404,Residential Plot,Warangal Highway Aler,9.5,422,2250,New,5.0
405,Residential Plot,Warangal Highway Aler,8.19,433,1890,New,5.0
406,3 BHK Apartment,Gachibowli,69.88,5200,1344,Under Construction,5.0
407,3 BHK Apartment,Gachibowli,65.2,5200,1254,Under Construction,5.0
408,3 BHK Apartment,Gachibowli,58.34,5200,1122,Under Construction,5.0
409,3 BHK Apartment,Gachibowli,83.04,5200,1597,Under Construction,5.0
410,3 BHK Apartment,Gachibowli,86.99,5200,1673,Under Construction,5.0
411,3 BHK Apartment,Gachibowli,97.44,5200,1874,Under Construction,5.0
412,3 BHK Apartment,Tellapur,111.0,5200,2150,Under Construction,5.0
413,3 BHK Apartment,Nallagandla Gachibowli,94.08,5250,1792,Under Construction,5.0
414,3 BHK Apartment,Nallagandla Gachibowli,88.56,5250,1687,Under Construction,5.0
415,3 BHK Apartment,Nallagandla Gachibowli,87.83,5250,1673,Under Construction,5.0
416,Residential Plot,Indresham,12.0,666,1800,New,0.0
417,Residential Plot,Bibinagar,17.0,8500,200,Resale,5.0
418,Residential Plot,Shadnagar,12.0,888,1350,New,4.7
419,Residential Plot,Adibhatla,27.45,1666,1647,New,5.0
420,Residential Plot,Maheshwaram,28.86,1444,1998,New,5.0
421,Residential Plot,Mansanpally,31.4,10000,314,New,5.0
422,Residential Plot,Nandigama,40.5,2250,1800,New,0.0
423,Residential Plot,Warangal Highway Aler,7.8,433,1800,New,5.0
424,Residential Plot,Warangal Highway Aler,11.47,3700,310,New,5.0
425,2 BHK Independent House,Beeramguda,67.0,5360,1250,Ready to move,0.0
426,Residential Plot,Shadnagar,12.95,777,1665,New,0.0
427,Residential Plot,Patancheru,18.0,666,2700,New,0.0
428,3 BHK Apartment,Gachibowli,76.65,4800,1597,Under Construction,5.0
429,Residential Plot,Srisailam Road,26.0,1444,1800,New,4.9
430,Residential Plot,Shadnagar,19.5,722,2700,New,4.9
431,Residential Plot,Warangal Highway Aler,7.98,422,1890,New,5.0
432,3 BHK Apartment,Shamshabad,113.0,5200,2191,Under Construction,5.0
433,Residential Plot,Patancheru Shankarpalli Road,36.74,2444,1503,New,4.9
434,Residential Plot,Sadasivpet,12.0,888,1350,New,0.0
435,Residential Plot,Kollur,40.0,2222,1800,New,0.0
436,3 BHK Villa,Bachupally,120.0,6666,1800,Under Construction,0.0
437,Residential Plot,Shadnagar,12.0,888,1350,New,0.0
438,Residential Plot,Sangareddy,19.0,1407,1350,New,0.0
439,2 BHK Apartment,Gajularamaram,42.9,4085,1050,Ready to move,0.0
440,Residential Plot,Warangal Highway Aler,12.95,411,3150,New,5.0
441,Residential Plot,Ibrahimpatnam,33.0,1222,2700,New,4.8
442,Residential Plot,Patancheru,18.72,1777,1053,New,3.1
443,Residential Plot,Nandigama,32.0,1777,1800,New,3.1
444,Residential Plot,Kollur,23.04,1777,1296,New,3.1
445,Residential Plot,Kollur,36.0,1777,2025,New,3.1
446,3 BHK Apartment,Chandanagar,83.0,5190,1600,Under Construction,0.0
447,5 BHK Apartment,Gachibowli,105.0,4800,2208,Under Construction,5.0
448,Residential Plot,Mansanpally,27.79,944,2943,New,4.7
449,Residential Plot,Mansanpally,26.94,944,2853,New,4.7
450,Residential Plot,Mansanpally,20.14,944,2133,New,4.7
451,Residential Plot,Mansanpally,26.09,944,2763,New,4.7
452,Residential Plot,Mansanpally,23.54,944,2493,New,4.7
453,Residential Plot,Mansanpally,28.64,944,3033,New,4.7
454,Residential Plot,Shankarpalli,66.98,3222,2079,New,0.0
455,Residential Plot,Shankarpalli,62.92,3222,1953,New,0.0
456,Residential Plot,Shankarpalli,57.99,3222,1800,New,0.0
457,Residential Plot,Warangal Highway Aler,8.77,433,2025,New,5.0
458,3 BHK Apartment,Tellapur,34.37,2500,1375,Under Construction,0.0
459,2 BHK Apartment,Miyapur,29.0,2406,1205,Under Construction,0.0
460,Residential Plot,Thimmapur,19.75,1219,1620,New,0.0
461,Residential Plot,Thimmapur,22.0,1222,1800,New,0.0
462,Residential Plot,Sultanpur,18.0,666,2700,New,3.6
463,Residential Plot,Gachibowli,42.0,666,6300,New,3.6
464,Residential Plot,Gachibowli,36.0,666,5400,New,3.6
465,Residential Plot,Gachibowli,30.0,666,4500,New,3.6
466,3 BHK Apartment,Gachibowli,72.9,5200,1402,Under Construction,5.0
467,3 BHK Apartment,Tellapur,93.18,5200,1792,Under Construction,5.0
468,3 BHK Apartment,Nallagandla Gachibowli,83.84,5250,1597,Under Construction,5.0
469,Residential Plot,Sadashivpet,13.0,722,1800,New,4.9
470,2 BHK Apartment,kukatpally housing board,72.94,6691,1090,Ready to move,0.0
471,2 BHK Apartment,Kollur,30.12,2502,1204,Under Construction,0.0
472,Residential Plot,Edulabad,19.5,722,2700,New,4.9
473,Residential Plot,Kundanpally,27.75,2055,1350,New,4.9
474,3 BHK Apartment,Gachibowli,95.57,5100,1874,Under Construction,5.0
475,Residential Plot,Mansanpally,20.91,944,2214,New,4.7
476,Residential Plot,Mansanpally,18.36,104,17496,New,4.7
477,Residential Plot,Mansanpally,17.51,104,16686,New,4.7
478,Residential Plot,Srisailam Highway,59.56,1055,5643,New,0.0
479,Residential Plot,Mansanpally,17.42,944,1845,New,4.7
480,Residential Plot,Mansanpally,20.4,944,2160,New,4.7
481,Residential Plot,Mansanpally,19.55,944,2070,New,4.7
482,Residential Plot,Mansanpally,19.12,944,2025,New,4.7
483,Residential Plot,Warangal Highway Aler,11.78,422,2790,New,5.0
484,3 BHK Apartment,Gachibowli,109.0,5100,2150,Under Construction,5.0
485,Residential Plot,Patancheru,42.0,666,6300,New,3.6
486,Residential Plot,Patancheru,36.0,666,5400,New,3.6
487,Residential Plot,Patancheru,30.0,666,4500,New,3.6
488,Residential Plot,Patancheru,24.0,666,3600,New,3.6
489,Residential Plot,Patancheru,18.0,666,2700,New,3.6
490,Residential Plot,Mansanpally,25.07,944,2655,New,4.7
491,Residential Plot,Bachupally,70.0,4575,1530,New,4.9
492,Residential Plot,Miyapur Bachupally Road,64.0,4444,1440,New,4.9
493,Residential Plot,Shadnagar,26.0,722,3600,New,4.9
494,3 BHK Apartment,Tellapur,105.0,4883,2150,Ready to move,0.0
495,2 BHK Apartment,Wave Rock Road,65.0,5909,1100,Ready to move,0.0
496,Residential Plot,Yadagirigutta,10.5,777,1350,New,0.0
497,2 BHK Apartment,Tellapur,65.0,5793,1122,Under Construction,3.8
498,Residential Plot,Kanchi Gachibowli Road,13.5,1666,810,New,4.7
499,Residential Plot,Tukkuguda,38.52,2000,1926,New,0.0
500,Residential Plot,Shamshabad,15.0,833,1800,New,3.5
501,Residential Plot,Mansanpally,24.73,944,2619,New,4.7
502,Residential Plot,Mansanpally,23.03,944,2439,New,4.7
503,Residential Plot,Mansanpally,22.18,944,2349,New,4.7
504,Residential Plot,Mansanpally,20.48,944,2169,New,4.7
505,Residential Plot,Maheshwaram,29.1,1111,2619,New,4.7
506,Residential Plot,Maheshwaram,28.1,1111,2529,New,4.7
507,Residential Plot,Maheshwaram,27.1,1111,2439,New,4.7
508,Residential Plot,Maheshwaram,26.1,1111,2349,New,4.7
509,Residential Plot,Maheshwaram,25.1,1111,2259,New,4.7
510,Residential Plot,Maheshwaram,23.1,1111,2079,New,4.7
511,Residential Plot,Maheshwaram,20.1,1111,1809,New,4.7
512,3 BHK Apartment,Gajularamaram,59.67,4073,1465,Ready to move,0.0
513,3 BHK Apartment,Shaikpet,152.0,6400,2390,Under Construction,0.0
514,3 BHK Apartment,Shaikpet,151.0,6400,2370,Under Construction,0.0
515,3 BHK Apartment,Shaikpet,148.0,6400,2320,Under Construction,0.0
516,3 BHK Apartment,Shaikpet,143.0,6400,2235,Under Construction,0.0
517,3 BHK Apartment,Shaikpet,142.0,6400,2230,Under Construction,0.0
518,3 BHK Apartment,Shaikpet,140.0,6400,2200,Under Construction,0.0
519,3 BHK Apartment,Shaikpet,139.0,6400,2180,Under Construction,0.0
520,3 BHK Apartment,Shaikpet,137.0,6400,2155,Under Construction,0.0
521,3 BHK Apartment,Shaikpet,136.0,6400,2140,Under Construction,0.0
522,3 BHK Apartment,Shaikpet,136.0,6400,2130,Under Construction,0.0
523,3 BHK Apartment,Shaikpet,133.0,6400,2090,Under Construction,0.0
524,3 BHK Apartment,Shaikpet,132.0,6400,2070,Under Construction,0.0
525,3 BHK Apartment,Shaikpet,130.0,6400,2035,Under Construction,0.0
526,3 BHK Apartment,Shaikpet,126.0,6400,1970,Under Construction,0.0
527,3 BHK Apartment,Shaikpet,125.0,6400,1965,Under Construction,0.0
528,3 BHK Apartment,Shaikpet,124.0,6400,1945,Under Construction,0.0
529,3 BHK Apartment,Shaikpet,123.0,6400,1925,Under Construction,0.0
530,3 BHK Apartment,Shaikpet,120.0,6400,1875,Under Construction,0.0
531,Residential Plot,Warangal Highway Aler,8.36,422,1980,New,5.0
532,Residential Plot,Warangal Highway Aler,11.47,411,2790,New,5.0
533,Residential Plot,Warangal Highway Aler,11.4,3800,300,New,5.0
534,Residential Plot,Adibhatla,37.5,1666,2250,New,5.0
535,Residential Plot,Mansanpally,29.41,8500,346,New,5.0
536,Residential Plot,Mansarpally,29.5,1111,2655,New,5.0
537,Residential Plot,Hyderabad Shankarpalli Road,30.89,2055,1503,New,4.3
538,Residential Plot,Kothur,13.5,1020,1323,New,0.0
539,Residential Plot,Shadnagar,9.55,722,1323,New,0.0
540,Residential Plot,Raipalle,15.0,275,5445,New,0.0
541,Residential Plot,Tukkuguda,42.3,2000,2115,New,0.0
542,Residential Plot,Sadashivpet,9.55,722,1323,New,0.0
543,Residential Plot,Tukkuguda,55.08,2000,2754,New,0.0
544,Residential Plot,Indresham,18.0,666,2700,New,3.6
545,Residential Plot,Indresham,42.0,666,6300,New,3.6
546,Residential Plot,Indresham,36.0,666,5400,New,3.6
547,Residential Plot,Indresham,30.0,666,4500,New,3.6
548,Residential Plot,Indresham,24.0,666,3600,New,3.6
549,3 BHK Apartment,Kukatpally,62.68,4500,1393,Ready to move,0.0
550,Residential Plot,Sangareddy,15.0,1666,900,New,4.9
551,Residential Plot,Timmapur,26.0,1155,2250,New,0.0
552,Residential Plot,Kompally,28.0,1555,1800,New,0.0
553,Residential Plot,Adibatla,23.25,1666,1395,New,4.8
554,Residential Plot,Adibatla,25.05,1666,1503,New,4.8
555,3 BHK Apartment,Tellapur,76.88,5369,1432,Under Construction,0.0
556,Residential Plot,Maheshwaram,24.5,1111,2205,New,4.7
557,Residential Plot,Maheshwaram,24.0,1111,2160,New,4.7
558,Residential Plot,Maheshwaram,23.0,1111,2070,New,4.7
559,Residential Plot,Maheshwaram,23.5,1111,2115,New,4.7
560,2 BHK Apartment,Kollur,29.0,2412,1202,Under Construction,0.0
561,Residential Plot,Srisailam Highway,35.15,1055,3330,New,0.0
562,Residential Plot,Kothur,12.49,944,1323,New,5.0
563,Residential Plot,Bhanur village,37.0,2055,1800,New,4.3
564,Residential Plot,Shankarpally Road,46.25,2055,2250,New,4.3
565,Residential Plot,Shankarpally Road,30.89,18497,167,New,4.3
566,Residential Plot,Kothur,28.16,1222,2304,New,4.3
567,Residential Plot,Shadnagar,11.9,777,1530,New,0.0
568,Residential Plot,Yadagirigutta,11.62,777,1494,New,0.0
569,Residential Plot,Warangal Highway Aler,9.25,411,2250,New,5.0
570,3 BHK Apartment,Gachibowli,80.3,4800,1673,Ready to move,5.0
571,3 BHK Apartment,Gachibowli,75.68,4739,1597,Under Construction,5.0
572,Residential Plot,Adibatla,29.4,2177,1350,New,0.0
573,Residential Plot,Srisailam Highway,24.51,1055,2322,New,0.0
574,3 BHK Apartment,Gachibowli,350.0,6949,5036,Ready to move,0.0
575,2 BHK Apartment,Kondapur,68.91,5915,1165,Ready to move,0.0
576,Residential Plot,Shadnagar,21.0,1166,1800,New,2.1
577,Residential Plot,Sangareddy,31.2,1444,2160,New,3.5
578,Residential Plot,Patancheru,18.0,666,2700,New,3.5
579,Residential Plot,Warangal Highway Aler,6.08,422,1440,New,5.0
580,Residential Plot,Rudraram,8.75,777,1125,New,0.0
581,Residential Plot,Shamirpet,22.1,1444,1530,New,0.0
582,Residential Plot,Rudraram,8.05,777,1035,New,0.0
583,3 BHK Apartment,Gachibowli,88.66,5300,1673,Under Construction,3.8
584,4 BHK Apartment,Nallagandla Gachibowli,185.0,5200,3569,Under Construction,5.0
585,4 BHK Apartment,Nallagandla Gachibowli,204.0,5200,3924,Under Construction,5.0
586,3 BHK Apartment,Gachibowli,89.55,4778,1874,Under Construction,5.0
587,2 BHK Apartment,Shaikpet,83.0,6916,1200,Under Construction,4.5
588,Residential Plot,Mansanpally,24.22,944,2565,New,4.7
589,Residential Plot,Mansanpally,22.95,944,2430,New,4.7
590,Residential Plot,Mansanpally,22.52,944,2385,New,4.7
591,Residential Plot,Mansanpally,22.1,944,2340,New,4.7
592,Residential Plot,Mansanpally,21.67,944,2295,New,4.7
593,Residential Plot,Maheshwaram,22.0,1111,1980,New,4.7
594,Residential Plot,Maheshwaram,21.0,1111,1890,New,4.7
595,Residential Plot,Mansanpally,20.5,1111,1845,New,4.7
596,Residential Plot,Maheshwaram,20.0,1111,1800,New,4.7
597,Residential Plot,Mansanpally,25.5,944,2700,New,4.7
598,2 BHK Apartment,Miyapur,29.0,2412,1202,Under Construction,0.0
599,3 BHK Apartment,Miyapur,41.0,2500,1640,Under Construction,0.0
600,3 BHK Apartment,Ameenpur,40.0,2436,1642,Under Construction,0.0
601,2 BHK Apartment,Tellapur,33.0,2400,1375,Under Construction,0.0
602,2 BHK Apartment,Mallampet,30.0,3000,1000,Under Construction,0.0
603,2 BHK Apartment,Kompally,27.0,2629,1027,Under Construction,0.0
604,2 BHK Apartment,Uppal,48.5,4695,1033,Under Construction,0.0
605,3 BHK Apartment,Gachibowli,111.0,5100,2191,Under Construction,5.0
606,3 BHK Apartment,Gachibowli,76.58,4795,1597,Under Construction,5.0
607,Residential Plot,Shamirpet,28.0,1555,1800,New,0.0
608,Residential Plot,Medchal,28.0,1555,1800,New,0.0
609,Residential Plot,Gandi Maisamma,31.0,1882,1647,New,0.0
610,3 BHK Apartment,Gachibowli,105.0,4814,2191,Under Construction,5.0
611,Residential Plot,Shadnagar,6.76,511,1323,New,4.9
612,Residential Plot,Edulabad,16.25,722,2250,New,4.9
613,2 BHK Apartment,kailash hills,38.4,4000,960,Under Construction,0.0
614,Residential Plot,Sanga Reddy,28.08,1444,1944,New,3.5
615,4 BHK Apartment,Gachibowli,261.0,5200,5036,Under Construction,0.0
616,3 BHK Apartment,Nanakramguda,79.97,5200,1538,Under Construction,5.0
617,3 BHK Apartment,Tellapur,77.0,5006,1538,Under Construction,5.0
618,Residential Plot,Rudaram,25.0,2367,1056,New,4.0
619,3 BHK Apartment,Gachibowli,102.0,4814,2132,Under Construction,5.0
620,Residential Plot,Mansanpally,19.97,944,2115,New,4.7
621,Residential Plot,Medchal,34.0,1888,1800,New,4.6
622,Residential Plot,Panthangi Toll Plaza TIS,14.56,833,1746,New,0.0
623,Residential Plot,Shadnagar,12.0,808,1485,New,0.0
624,Residential Plot,Aliabad,28.0,1555,1800,Resale,0.0
625,Residential Plot,Aliabad,24.0,1333,1800,Resale,0.0
626,3 BHK Apartment,Tellapur,93.0,5189,1792,Under Construction,0.0
627,3 BHK Apartment,Gachibowli,105.0,4799,2191,Under Construction,5.0
628,3 BHK Apartment,Gachibowli,89.95,4799,1874,Under Construction,5.0
629,Residential Plot,Kadtal,13.0,1231,1056,New,3.5
630,3 BHK Apartment,Tellapur,99.32,5300,1874,Under Construction,4.5
631,3 BHK Apartment,Tellapur,94.97,5300,1792,Under Construction,4.5
632,Residential Plot,Sadasivpet,19.5,722,2700,New,4.9
633,4 BHK Apartment,Manikonda,270.0,7379,3659,Ready to move,0.0
634,Residential Plot,Kothur,7.8,722,1080,New,3.8
635,Residential Plot,Kothur,8.19,722,1134,New,3.8
636,3 BHK Villa,Bachupally,120.0,4773,2514,Ready to move,0.0
637,3 BHK Apartment,Gachibowli,88.65,4731,1874,Under Construction,5.0
638,3 BHK Apartment,Tellapur,110.0,5200,2132,Under Construction,5.0
639,3 BHK Apartment,Tellapur,97.44,5200,1874,Under Construction,5.0
640,3 BHK Apartment,Tellapur,113.0,5200,2191,Under Construction,5.0
641,Residential Plot,Rudraram,9.87,777,1269,New,0.0
642,Residential Plot,Warangal Highway Aler,12.02,411,2925,New,5.0
643,3 BHK Apartment,Gachibowli,105.0,4796,2191,Under Construction,5.0
644,3 BHK Apartment,Gachibowli,102.0,4645,2208,Under Construction,5.0
645,3 BHK Apartment,Gachibowli,78.5,4692,1673,Under Construction,5.0
646,Residential Plot,Maheshwaram,21.5,1111,1935,New,4.7
647,2 BHK Apartment,Kompally,26.7,2600,1027,Under Construction,0.0
648,2 BHK Apartment,Kompally,30.47,2600,1172,Under Construction,0.0
649,3 BHK Apartment,Gachibowli,103.0,4843,2132,Under Construction,5.0
650,2 BHK Apartment,kailash hills,44.0,4000,1100,Under Construction,0.0
651,2 BHK Apartment,Pragathi Nagar Kukatpally,45.13,4500,1003,Ready to move,0.0
652,Residential Plot,Bahadurpally,31.0,1882,1647,New,0.0
653,Residential Plot,Dundigal,31.0,1882,1647,New,0.0
654,Residential Plot,Shadnagar,12.6,777,1620,New,0.0
655,Residential Plot,Rameswaram Banda,15.0,1666,900,New,0.0
656,Residential Plot,Bhongir,32.04,1333,2403,New,0.0
657,Residential Plot,Shadnagar,20.0,888,2250,New,0.0
658,Residential Plot,Kongarkalan,24.3,2177,1116,New,0.0
659,Residential Plot,Indresham,19.8,1666,1188,New,0.0
660,Residential Plot,Rameswaram Banda,18.6,1666,1116,New,0.0
661,Residential Plot,Mucherla,25.36,1055,2403,New,0.0
662,4 BHK Apartment,Nanakramguda,270.0,7941,3400,Ready to move,0.0
663,3 BHK Apartment,Gachibowli,89.5,4775,1874,Under Construction,5.0
664,3 BHK Apartment,Tellapur,71.0,4958,1432,Under Construction,0.0
665,Residential Plot,Bachupaly Road Miyapur,70.0,4375,1600,New,4.9
666,Residential Plot,Miyapur,80.0,4444,1800,New,4.9
667,Residential Plot,Shadnagar,9.75,6500,150,New,4.9
668,Residential Plot,Shadnagar,13.0,722,1800,New,4.9
669,Residential Plot,Edulabad,13.0,722,1800,New,4.9
670,3 BHK Apartment,Narsingi,67.27,4678,1438,Under Construction,3.7
671,2 BHK Apartment,Narsingi,54.95,4745,1158,Under Construction,3.7
672,3 BHK Apartment,Tellapur,84.64,5300,1597,Under Construction,4.5
673,3 BHK Apartment,Tellapur,88.66,5300,1673,Under Construction,4.5
674,Residential Plot,Adibatla,39.04,1777,2196,Resale,4.8
675,Residential Plot,Adibatla,37.12,1777,2088,Resale,4.8
676,Residential Plot,Adibatla,35.2,1777,1980,Resale,4.8
677,Residential Plot,Adibatla,26.72,1777,1503,Resale,4.8
678,Residential Plot,Adibatla,24.0,1777,1350,Resale,4.8
679,Residential Plot,Adibatla,41.92,1777,2358,Resale,4.8
680,Residential Plot,Adibatla,32.0,1777,1800,Resale,4.8
681,Residential Plot,Adibatla,30.08,1777,1692,Resale,4.8
682,Residential Plot,Adibatla,28.0,1777,1575,Resale,4.8
683,3 BHK Apartment,Gachibowli,113.0,5200,2191,Under Construction,5.0
684,3 BHK Apartment,Nanakramguda,111.0,5200,2150,Under Construction,5.0
685,3 BHK Apartment,Nanakramguda,97.44,5200,1874,Under Construction,5.0
686,3 BHK Apartment,Gachibowli,93.18,5200,1792,Under Construction,5.0
687,3 BHK Apartment,Tellapur,98.66,5505,1792,Under Construction,5.0
688,3 BHK Apartment,Nanakramguda,93.18,5200,1792,Under Construction,5.0
689,3 BHK Apartment,Tellapur,85.0,5526,1538,Under Construction,4.1
690,Residential Plot,Kothur,13.08,988,1323,New,5.0
691,Residential Plot,Kothur,8.5,944,900,New,5.0
692,Residential Plot,Kothur,12.64,955,1323,New,5.0
693,4 BHK Apartment,Gachibowli,270.0,7830,3448,Ready to move,0.0
694,4 BHK Apartment,Shaikpet,215.0,7263,2960,Under Construction,4.5
695,4 BHK Apartment,Shaikpet,207.0,6981,2965,Under Construction,4.5
